Accession,Organism_Name,Species,MPXV_Lineage,Clade,Isolate,Geo_Location,Host,Collection_Date,Release_Date
OP748951.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00265/2022,USA,Homo sapiens,9/7/2022,11/1/2022
OP748952.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00266/2022,USA,Homo sapiens,9/14/2022,11/1/2022
OP748953.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00267/2022,USA,Homo sapiens,9/30/2022,11/1/2022
OP748954.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00268/2022,USA,Homo sapiens,9/30/2022,11/1/2022
OP748955.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00269/2022,USA,Homo sapiens,7/18/2022,11/1/2022
OP748956.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00270/2022,USA,Homo sapiens,7/20/2022,11/1/2022
OP748957.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00271/2022,USA,Homo sapiens,7/14/2022,11/1/2022
OP748958.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00272/2022,USA,Homo sapiens,7/18/2022,11/1/2022
OP748959.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.17,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00273/2022,USA,Homo sapiens,7/14/2022,11/1/2022
OP748960.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00274/2022,USA,Homo sapiens,7/20/2022,11/1/2022
OP748961.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00275/2022,USA,Homo sapiens,7/17/2022,11/1/2022
OP748962.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00276/2022,USA,Homo sapiens,7/17/2022,11/1/2022
OP748963.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00277/2022,USA,Homo sapiens,10/13/2022,11/1/2022
OP748964.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00278/2022,USA,Homo sapiens,10/20/2022,11/1/2022
OP748965.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00279/2022,USA,Homo sapiens,10/20/2022,11/1/2022
OP748966.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022,USA,Homo sapiens,10/17/2022,11/1/2022
OP748967.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00281/2022,USA,Homo sapiens,10/18/2022,11/1/2022
OP748968.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.17,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00282/2022,USA,Homo sapiens,10/13/2022,11/1/2022
OP748969.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,Monkeypox virus/Human/USA/CA-LACPHL-MA00283/2022,USA,Homo sapiens,10/19/2022,11/1/2022
OP751210.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,B969963RERE,USA: VA,Homo sapiens,7/17/2022,11/1/2022
OP751211.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,B1118346,USA: MD,Homo sapiens,8/15/2022,11/1/2022
OP751212.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,B1118383,USA: DE,Homo sapiens,8/30/2022,11/1/2022
OP751213.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,B1118385,USA: DE,Homo sapiens,8/30/2022,11/1/2022
OP751214.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,B1118395,USA: DE,Homo sapiens,9/3/2022,11/1/2022
OP751215.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,B1118394,USA: DE,Homo sapiens,9/4/2022,11/1/2022
OP751216.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,B1118402,USA: DE,Homo sapiens,9/7/2022,11/1/2022
OP752103.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV_USA_2022_AR0002,USA: AR,Homo sapiens,2022-08,11/1/2022
OP752104.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_AZ0006,USA: AZ,Homo sapiens,2022-08,11/1/2022
OP752105.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_CA0038,USA: CA,Homo sapiens,2022-07,11/1/2022
OP752106.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,MPXV_USA_2022_FL0025,USA: FL,Homo sapiens,2022-07,11/1/2022
OP752107.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV_USA_2022_GA0018,USA: GA,Homo sapiens,2022-07,11/1/2022
OP752108.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV_USA_2022_NM0001,USA: NM,Homo sapiens,2022-07,11/1/2022
OP752109.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_NM0002,USA: NM,Homo sapiens,2022-07,11/1/2022
OP752110.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_NY0032,USA: NY,Homo sapiens,2022-07,11/1/2022
OP752111.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_NY0033,USA: NY,Homo sapiens,2022-08,11/1/2022
OP752112.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV_USA_2022_NY0034,USA: NY,Homo sapiens,2022-07,11/1/2022
OP752113.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MPXV_USA_2022_NY0035,USA: NY,Homo sapiens,2022-07,11/1/2022
OP752114.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV_USA_2022_OR0003,USA: OR,Homo sapiens,2022-06,11/1/2022
OP752115.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_OR0004,USA: OR,Homo sapiens,2022-07,11/1/2022
OP752116.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_OR0005,USA: OR,Homo sapiens,2022-07,11/1/2022
OP752117.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPXV_USA_2022_SC0004,USA: SC,Homo sapiens,2022-07,11/1/2022
OP752118.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV_USA_2022_SC0005,USA: SC,Homo sapiens,2022-07,11/1/2022
OP752119.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_TN0006,USA: TN,Homo sapiens,2022-08,11/1/2022
OP752120.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_TN0007,USA: TN,Homo sapiens,2022-07,11/1/2022
OP752121.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_TX0028,USA: TX,Homo sapiens,2022-07,11/1/2022
OP752122.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_WA0010,USA: WA,Homo sapiens,2022-07,11/1/2022
OP752123.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MPXV_USA_2022_WA0011,USA: WA,Homo sapiens,2022-07,11/1/2022
OP752124.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV_USA_2022_WA0012,USA: WA,Homo sapiens,2022-07,11/1/2022
OP752125.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_WA0014,USA: WA,Homo sapiens,2022-07,11/1/2022
OP752126.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV_USA_2022_WA0015,USA: WA,Homo sapiens,2022-07,11/1/2022
OP743357.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200022/2022,USA,Homo sapiens,5/21/2022,10/31/2022
OP743358.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200023/2022,USA,Homo sapiens,5/21/2022,10/31/2022
OP743359.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Human/USA/UT-UPHL-82200049/2022,USA,Homo sapiens,7/7/2022,10/31/2022
OP743360.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200060/2022,USA,Homo sapiens,7/8/2022,10/31/2022
OP743361.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200096/2022,USA,Homo sapiens,7/21/2022,10/31/2022
OP743362.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MPXV/Human/USA/UT-UPHL-82200104/2022,USA,Homo sapiens,7/21/2022,10/31/2022
OP743363.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200116/2022,USA,Homo sapiens,7/22/2022,10/31/2022
OP743364.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200120/2022,USA,Homo sapiens,7/26/2022,10/31/2022
OP743365.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200134/2022,USA,Homo sapiens,7/27/2022,10/31/2022
OP743366.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MPXV/Human/USA/UT-UPHL-82200236/2022,USA,Homo sapiens,8/5/2022,10/31/2022
OP743367.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Human/USA/UT-UPHL-82200237/2022,USA,Homo sapiens,8/5/2022,10/31/2022
OP743951.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MpxV/human/USA/WA-UW-077466/2022,USA: WA,Homo sapiens,2022-07,10/31/2022
OP743952.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-081100/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743953.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-089563/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743954.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-082153/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743955.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MpxV/human/USA/WA-UW-089756/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743956.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/OH-UW-083520/2022,USA: OH,Homo sapiens,2022-08,10/31/2022
OP743957.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.13,IIb,MpxV/human/USA/OH-UW-080634/2022,USA: OH,Homo sapiens,2022-08,10/31/2022
OP743958.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-089473/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743959.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-089051/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743960.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-085326/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743961.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MpxV/human/USA/WA-UW-086295/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743962.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MpxV/human/USA/WA-UW-088248/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743963.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-091343/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743964.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-098738/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743965.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-090263/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743966.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.14,IIb,MpxV/human/USA/WA-UW-099102/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743967.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-092798/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743968.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-099479/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743969.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-099881/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743970.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-098347/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743971.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-098189/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743972.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-094364/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743973.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-098936/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743974.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-092407/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743975.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-098297/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743976.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-096136/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743977.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-095008/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743978.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-090635/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743979.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-092912/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743980.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-091162/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743981.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-093226/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743982.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-099700/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743983.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-099493/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743984.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-090134/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743985.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-096529/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743986.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-098348/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743987.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-098721/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743988.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-095681/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743989.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-090611/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743990.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-098408/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743991.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-092990/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743992.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-096711/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743993.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-094603/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP743994.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-086389/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP743995.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-102951/2022,USA: WA,Homo sapiens,2022-10,10/31/2022
OP743996.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-108647/2022,USA: WA,Homo sapiens,2022-10,10/31/2022
OP743997.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/Unknown-UW-105322/2022,USA: Unknown,Homo sapiens,2022-10,10/31/2022
OP743998.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/Unknown-UW-102378/2022,USA: Unknown,Homo sapiens,2022-10,10/31/2022
OP743999.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/WA-UW-108943/2022,USA: WA,Homo sapiens,2022-10,10/31/2022
OP744000.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/Unknown-UW-101667/2022,USA: Unknown,Homo sapiens,2022-10,10/31/2022
OP747051.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MpxV/human/USA/WA-UW-085359/2022,USA: WA,Homo sapiens,2022-08,10/31/2022
OP747052.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-096615/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP747053.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-097661/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP747054.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-094434/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP747055.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-095970/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP747056.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-095653/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP747057.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-091890/2022,USA: WA,Homo sapiens,2022-09,10/31/2022
OP747058.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-109000/2022,USA: WA,Homo sapiens,2022-10,10/31/2022
OP747059.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/Unknown-UW-109319/2022,USA: Unknown,Homo sapiens,2022-10,10/31/2022
OP747060.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-104793/2022,USA: WA,Homo sapiens,2022-10,10/31/2022
OP747061.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MpxV/human/USA/Unknown-UW-093679/2022,USA: Unknown,Homo sapiens,2022-09,10/31/2022
OP747062.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MpxV/human/USA/WA-UW-106624/2022,USA: WA,Homo sapiens,2022-10,10/31/2022
OP722494.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00235/2022,USA,Homo sapiens,7/13/2022,10/27/2022
OP722495.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00236/2022,USA,Homo sapiens,7/14/2022,10/27/2022
OP722496.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00237/2022,USA,Homo sapiens,7/20/2022,10/27/2022
OP722497.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00238/2022,USA,Homo sapiens,7/21/2022,10/27/2022
OP722498.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00239/2022,USA,Homo sapiens,7/20/2022,10/27/2022
OP722499.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00240/2022,USA,Homo sapiens,7/18/2022,10/27/2022
OP722500.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00241/2022,USA,Homo sapiens,7/18/2022,10/27/2022
OP722501.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00242/2022,USA,Homo sapiens,7/15/2022,10/27/2022
OP722502.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.8,IIb,MPX/Human/USA/CA-LACPHL-MA00243/2022,USA,Homo sapiens,7/20/2022,10/27/2022
OP722503.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,MPX/Human/USA/CA-LACPHL-MA00244/2022,USA,Homo sapiens,7/20/2022,10/27/2022
OP722504.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00245/2022,USA,Homo sapiens,7/18/2022,10/27/2022
OP722505.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00246/2022,USA,Homo sapiens,7/15/2022,10/27/2022
OP722506.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.4,IIb,MPX/Human/USA/CA-LACPHL-MA00247/2022,USA,Homo sapiens,7/16/2022,10/27/2022
OP722507.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00248/2022,USA,Homo sapiens,7/18/2022,10/27/2022
OP722508.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.21,IIb,MPX/Human/USA/CA-LACPHL-MA00249/2022,USA,Homo sapiens,7/19/2022,10/27/2022
OP722509.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00250/2022,USA,Homo sapiens,7/21/2022,10/27/2022
OP722510.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00251/2022,USA,Homo sapiens,7/20/2022,10/27/2022
OP722511.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00252/2022,USA,Homo sapiens,7/14/2022,10/27/2022
OP722512.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.18,IIb,MPX/Human/USA/CA-LACPHL-MA00253/2022,USA,Homo sapiens,10/11/2022,10/27/2022
OP722513.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00254/2022,USA,Homo sapiens,10/11/2022,10/27/2022
OP722514.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.2,IIb,MPX/Human/USA/CA-LACPHL-MA00255/2022,USA,Homo sapiens,7/13/2022,10/27/2022
OP722515.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00256/2022,USA,Homo sapiens,7/13/2022,10/27/2022
OP722516.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00257/2022,USA,Homo sapiens,7/13/2022,10/27/2022
OP722517.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPX/Human/USA/CA-LACPHL-MA00258/2022,USA,Homo sapiens,7/12/2022,10/27/2022
OP727820.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,PEV_case,Belgium,Homo sapiens,7/29/2022,10/27/2022
OP727821.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.3,IIb,PrEV_case_1,Belgium,Homo sapiens,8/27/2022,10/27/2022
OP727822.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,PrEV_case_2,Belgium,Homo sapiens,10/2/2022,10/27/2022
OP727823.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,PrEV_case_4,Belgium,Homo sapiens,10/9/2022,10/27/2022
OP715788.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-091072/2022,USA: WA,Homo sapiens,2022-09,10/25/2022
OP715789.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.11,IIb,MpxV/human/USA/WA-UW-095695/2022,USA: WA,Homo sapiens,2022-09,10/25/2022
OP715815.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI535,Germany,Homo sapiens,2022-06,10/25/2022
OP715816.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1,IIb,MPXV/Germany/2022/RKI536,Germany,Homo sapiens,2022-06,10/25/2022
OP715817.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.7,IIb,MPXV/Germany/2022/RKI537,Germany,Homo sapiens,2022-06,10/25/2022
OP715818.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI538,Germany,Homo sapiens,2022-06,10/25/2022
OP715819.1,Monkeypox virus,Orthopoxvirus monkeypox,B.1.1,IIb,MPXV/Germany/2022/RKI539,Germany,Homo sapiens,2022-06,10/25/2022
